OBJECTID,Site_Name,State,latitude,longitude,Operational_Status,Reporting_Component,Is_Joint_Base,timezone,current_time,current_temperature_2m,current_relative_humidity_2m,current_apparent_temperature,current_is_day,current_precipitation,current_rain,current_showers,current_snowfall,current_weather_code,current_cloud_cover,current_pressure_msl,current_surface_pressure,current_wind_speed_10m,current_wind_direction_10m,current_wind_gusts_10m
739,Chocolate Mountain Aerial Gunnery Range,ca,33.34692857142856,-115.3491,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,68.5,27.0,61.6,1.0,0.0,0.0,0.0,0.0,3.0,95.0,1012.6,951.6,7.8,198.0,9.2
740,Cusick Survival Training Site,wa,48.487625,-117.387,act,usaf,no,America/Los_Angeles,2026-02-10T09:30,33.1,96.0,28.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1023.5,905.3,2.6,211.0,7.6
741,Def Gen Supply Center,va,37.421,-77.44675,act,usa,no,America/New_York,2026-02-10T12:30,50.4,44.0,45.5,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1017.2,1012.8,4.7,197.0,7.8
743,Francis E. Warren Air Force Base,wy,41.17333333333333,-104.86449999999998,act,usaf,no,America/Denver,2026-02-10T10:30,35.8,36.0,28.5,1.0,0.0,0.0,0.0,0.0,3.0,84.0,1027.0,815.6,3.1,291.0,9.2
744,Fairchild Air Force Base,wa,47.61125,-117.652625,act,usaf,no,America/Los_Angeles,2026-02-10T09:30,37.5,88.0,31.3,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1022.6,933.8,6.3,113.0,13.4
745,Former NTC,ca,32.72975,-117.22,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,61.3,83.0,59.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1013.7,9.2,184.0,13.9
746,Fort Greely,ak,63.9752,-145.72511999999998,act,usa,no,America/Anchorage,2026-02-10T08:30,-31.1,74.0,-39.6,0.0,0.0,0.0,0.0,0.0,2.0,50.0,1010.5,954.2,2.2,96.0,2.9
747,Fort Leavenworth,ks,39.361,-94.91836363636364,act,usa,no,America/Chicago,2026-02-10T11:30,48.5,53.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1017.6,985.3,16.6,359.0,26.6
748,Fort Wingate Depot Activity,nm,35.466130434782606,-108.59630434782608,act,usa,no,America/Denver,2026-02-10T10:30,52.4,25.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.4,791.0,7.5,258.0,13.0
753,Harbor Drive,ca,32.7295,-117.208,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,61.4,83.0,59.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1014.1,9.2,184.0,13.9
754,Hunter Army Airfield,ga,32.01416666666666,-81.149,act,usa,no,America/New_York,2026-02-10T12:30,70.0,56.0,69.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1021.8,1019.8,8.1,246.0,12.8
766,Joint Base Charleston,sc,32.96458260869565,-80.01650434782609,act,usaf,yes,America/New_York,2026-02-10T12:30,70.0,54.0,69.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1020.6,1019.2,7.4,245.0,14.3
767,Joint Base Langley-Eustis,va,37.120375,-76.46346875,act,usaf,yes,America/New_York,2026-02-10T12:30,49.8,42.0,42.7,1.0,0.0,0.0,0.0,0.0,2.0,51.0,1018.0,1016.8,8.9,205.0,12.1
771,Kirtland Air Force Base,nm,35.036904761904765,-106.53128571428572,act,usaf,no,America/Denver,2026-02-10T10:30,52.2,31.0,46.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.2,836.6,3.2,282.0,10.5
772,MC Trng Area Bellows,hi,21.3675,-157.72050000000002,act,usmc,no,Pacific/Honolulu,2026-02-10T07:30,71.9,83.0,71.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1021.0,1012.5,16.0,65.0,41.2
773,Marine Corps Air Station Miramar,ca,32.86743333333333,-117.09806666666664,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,59.9,83.0,57.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.5,995.7,8.0,193.0,11.0
774,Marine Corps Base Camp Pendleton,ca,33.39272,-117.37712,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,59.5,86.0,58.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.0,984.6,6.9,205.0,11.6
775,"Marine Corps Base Hawaii, Camp H.M. Smith",hi,21.388,-157.90425,act,usmc,no,Pacific/Honolulu,2026-02-10T07:30,72.5,79.0,71.7,1.0,0.0,0.0,0.0,0.0,3.0,99.0,1020.7,995.6,15.6,66.0,32.0
776,Marine Corps Base Hawaii,hi,21.44533333333333,-157.75066666666666,act,usmc,no,Pacific/Honolulu,2026-02-10T07:30,72.7,83.0,72.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1021.0,1020.9,16.0,65.0,41.2
777,Marine Corps Base Quantico,va,38.55658823529411,-77.41711764705882,act,usmc,no,America/New_York,2026-02-10T12:30,42.5,52.0,37.5,1.0,0.0,0.0,0.0,0.0,3.0,98.0,1017.1,1005.6,1.7,157.0,4.3
778,Marine Corps Logistics Base Barstow,ca,34.863,-116.94171428571428,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,58.6,44.0,54.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1011.9,935.7,2.0,90.0,5.4
779,MCRD San Diego,ca,32.74075,-117.19625,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,60.9,83.0,59.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1014.0,8.5,185.0,13.6
780,MCRD San Diego,ca,32.74075,-117.19625,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,60.9,83.0,59.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1014.7,1014.0,8.5,185.0,13.6
781,Marine Corps Support Facility Blount Island,fl,30.4008,-81.5236,act,usmc,no,America/New_York,2026-02-10T12:30,72.3,31.0,68.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.9,1022.9,7.7,244.0,13.9
782,Naval Support Activity Wash,dc,38.8735,-76.9945,act,usn,no,America/New_York,2026-02-10T12:30,39.6,57.0,33.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.3,1016.2,2.3,107.0,6.0
783,NG Atlanta United Ave,ga,33.722,-84.359,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,64.8,67.0,64.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,1020.5,985.7,7.7,248.0,14.5
784,NG Ayer,ma,42.54875,-71.58449999999999,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,32.5,53.0,25.5,1.0,0.0,0.0,0.0,0.0,2.0,70.0,1017.2,1007.5,4.1,209.0,5.8
785,NG Baton Rouge AFRC,la,30.358000000000004,-91.13975,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,71.9,63.0,73.4,1.0,0.0,0.0,0.0,0.0,3.0,83.0,1021.1,1020.4,6.1,184.0,11.0
786,NG Beauregard Training Range,la,31.435538461538457,-92.2823076923077,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,71.6,70.0,71.1,1.0,0.0,0.0,0.0,0.0,2.0,75.0,1020.2,1013.7,10.2,209.0,17.7
787,NG Bend Cotef,or,44.02575,-121.128,act,armyNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,33.9,71.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.5,890.8,5.1,124.0,16.6
788,NG Bergstrom - (Abia),tx,30.176,-97.6725,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,68.4,76.0,66.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.7,1000.6,12.9,203.0,20.8
789,NG Bethany Beach Training Site,de,38.54675,-75.0635,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,40.6,63.0,34.2,1.0,0.0,0.0,0.0,0.0,2.0,50.0,1019.4,1019.3,7.0,153.0,9.6
790,NG Biak Training Center COUTES,or,44.220625000000005,-121.10645833333336,act,armyNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,31.9,78.0,26.6,1.0,0.0,0.0,0.0,0.0,3.0,90.0,1017.1,905.1,1.4,141.0,14.3
791,NG Bismarck RJB Complex,nd,46.829,-100.72,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,32.9,79.0,25.4,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1024.1,959.0,7.0,263.0,9.8
792,NG Buckeye TS,az,33.462,-112.5986,act,armyNationalGuard,no,America/Phoenix,2026-02-10T10:30,70.2,25.0,62.4,1.0,0.0,0.0,0.0,0.0,2.0,65.0,1014.2,969.8,9.8,89.0,10.7
793,NG Camp Adair Corvallis,or,44.7156,-123.2688,act,armyNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,42.0,92.0,37.2,1.0,0.0,0.0,0.0,0.0,3.0,80.0,1015.9,1001.6,5.5,27.0,14.5
794,NG Camp Bowie (State),tx,31.636166666666668,-98.92766666666668,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,67.3,65.0,65.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.2,962.7,9.2,273.0,17.7
795,NG Camp Fogarty Tng Site,ri,41.613625,-71.495375,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,34.1,51.0,27.0,1.0,0.0,0.0,0.0,0.0,2.0,76.0,1018.0,1012.3,5.1,232.0,9.8
796,NG Camp Fogarty Tng Site,ri,41.613625,-71.495375,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,34.1,51.0,27.0,1.0,0.0,0.0,0.0,0.0,2.0,76.0,1018.0,1012.3,5.1,232.0,9.8
797,NG Camp Grafton,nd,47.76499999999999,-98.70272727272727,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,29.0,82.0,19.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1022.6,965.5,12.0,307.0,17.9
798,NG Camp Gruber,ok,35.70561538461538,-95.1853846153846,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,74.1,52.0,68.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1012.4,992.6,16.7,215.0,27.1
799,NG Camp Hartell,ct,41.94175,-72.66725,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,28.8,42.0,21.3,1.0,0.0,0.0,0.0,0.0,3.0,98.0,1017.7,1011.7,3.5,165.0,9.8
800,NG Camp Mabry,tx,30.31975,-97.7635,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,69.8,70.0,67.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.4,994.3,12.9,198.0,19.9
801,NG Camp Maxey,tx,33.80933333333334,-95.55011111111112,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,72.7,59.0,68.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1015.0,996.1,14.8,221.0,26.8
802,NG Camp Minden Training Site,la,32.57209090909091,-93.37781818181816,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,71.2,67.0,69.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1018.2,1012.0,11.8,219.0,19.7
803,Camp Navajo,az,35.19775,-111.83908333333336,act,armyNationalGuard,no,America/Phoenix,2026-02-10T10:30,49.7,35.0,39.8,1.0,0.0,0.0,0.0,0.0,1.0,39.0,1015.3,786.6,12.0,213.0,21.3
804,NG Camp Nett,ct,41.33175,-72.18675000000002,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,32.3,48.0,24.4,1.0,0.0,0.0,0.0,0.0,3.0,94.0,1018.3,1017.4,5.9,223.0,11.0
805,NG Camp Rapid,sd,44.08125,-103.267,act,armyNationalGuard,no,America/Denver,2026-02-10T10:30,40.5,46.0,34.7,1.0,0.0,0.0,0.0,0.0,1.0,20.0,1025.7,906.1,1.6,90.0,7.8
806,NG Camp Swift,tx,30.26816666666667,-97.29683333333334,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,68.1,75.0,66.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.7,1000.6,11.9,208.0,23.3
807,NG Camp Villere,la,30.3254,-89.806,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,70.2,66.0,71.9,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1021.8,1020.3,7.0,207.0,10.5
808,NG Camp Withycombe Clackamas,or,45.413,-122.5585,act,armyNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,43.0,86.0,38.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.4,1012.1,4.5,37.0,14.3
809,NG CTA Camp Mccain,ms,33.7202,-89.6864,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,63.1,87.0,62.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1018.6,1006.6,9.5,219.0,21.9
810,NG Cumming,ga,34.22475,-84.1135,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,63.2,65.0,61.2,1.0,0.0,0.0,0.0,0.0,2.0,79.0,1019.7,979.8,8.9,252.0,18.3
811,NG Ethan Allen AFB MTA,vt,44.511,-73.1665,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,23.4,62.0,14.9,1.0,0.0,0.0,0.0,0.0,3.0,99.0,1016.6,1003.9,5.9,171.0,12.3
812,NG Florence Military Reservation,az,33.08186363636364,-111.36604545454544,act,armyNationalGuard,no,America/Phoenix,2026-02-10T10:30,71.3,28.0,65.1,1.0,0.0,0.0,0.0,0.0,3.0,94.0,1014.7,960.3,7.4,209.0,17.9
813,NG Fort Chaffee MTC,ar,35.290479999999995,-94.22808,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,72.8,58.0,70.4,1.0,0.0,0.0,0.0,0.0,2.0,51.0,1013.7,995.2,11.4,212.0,20.4
814,NG Fort Indiantown Gap,pa,40.42946511627908,-76.62344186046512,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,32.8,37.0,23.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1015.9,970.7,6.8,146.0,12.5
815,NG Fort McClellan ARNG Tng Center,al,33.7340625,-85.7866875,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,60.7,89.0,59.7,1.0,0.0,0.0,0.0,0.0,3.0,92.0,1020.2,992.8,8.1,224.0,17.2
818,NG Fort Wolters,tx,32.8576,-98.02873333333334,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,70.1,54.0,67.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1015.2,983.4,9.2,223.0,19.9
819,NG Fort Worth - Shoreview,tx,32.77875,-97.4565,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,71.1,64.0,69.2,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1015.1,992.5,11.0,231.0,20.1
820,NG Frankfort Boone NG Center,ky,38.18675,-84.9095,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,55.0,84.0,50.1,1.0,0.0,0.0,0.0,0.0,1.0,43.0,1012.9,983.9,13.5,227.0,29.3
821,NG General Lucius D Clay National Guard Center,ga,33.91374999999999,-84.5295,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,65.6,66.0,64.7,1.0,0.0,0.0,0.0,0.0,1.0,47.0,1020.1,982.2,8.2,248.0,16.1
823,NG Greenlief TS/UTES 01,ne,40.5512,-98.2744,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,44.5,50.0,32.9,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1022.1,954.3,16.8,358.0,22.4
824,NG Gulfport AVCRAD,ms,30.410083333333333,-89.06299999999999,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,66.0,88.0,68.9,1.0,0.0,0.0,0.0,0.0,1.0,26.0,1022.1,1021.3,6.8,188.0,10.3
825,NG Havre De Grace Military Res,md,39.5315,-76.10374999999999,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,33.8,57.0,26.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.6,1016.1,4.5,123.0,6.9
826,NG Hollidaysburg Readiness Center,pa,40.43875,-78.41575,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,34.8,60.0,29.4,1.0,0.0,0.0,0.0,0.0,2.0,57.0,1012.3,975.0,2.3,119.0,11.2
827,NG JFHQ-Kansas,ks,39.02025,-95.68425,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,48.2,51.0,37.7,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1018.1,981.8,16.3,9.0,28.4
828,NG Lane County AFRC FMS 5,or,44.066,-122.977,act,armyNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,40.7,94.0,37.4,1.0,0.0,0.0,0.0,0.0,3.0,81.0,1014.6,996.6,1.6,286.0,2.0
829,NG Macon Readiness Center,ga,32.8615,-83.60475,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,59.7,88.0,58.9,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1022.2,1007.7,6.6,237.0,15.9
831,NG Macon TS,mo,39.675466666666665,-92.50506666666664,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,48.0,57.0,38.6,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1015.3,987.6,14.4,354.0,25.5
835,NG Martindale - AASF,tx,29.43425,-98.37975,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,67.9,70.0,67.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1018.0,993.9,7.0,163.0,13.9
836,NG McNary Field Salem AASF,or,44.91175,-122.9985,act,armyNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,39.7,97.0,34.4,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.1,1008.6,6.2,49.0,15.2
837,NG MTA Camp Crowder Neosho,mo,36.8029,-94.3606,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,70.3,54.0,65.4,1.0,0.0,0.0,0.0,0.0,2.0,53.0,1012.0,967.3,14.6,255.0,22.1
838,NG MTA Camp Fretterd,md,39.49675,-76.851,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,35.1,69.0,27.7,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.3,993.6,6.5,139.0,9.8
839,NG MTA Camp Rilea,or,46.128,-123.94440000000002,act,armyNationalGuard,no,America/Los_Angeles,2026-02-10T09:30,43.8,89.0,38.6,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1017.3,1014.2,7.0,81.0,11.9
840,Camp Shelby,ms,31.08789189189189,-89.03278378378378,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,72.2,50.0,71.7,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1021.3,1011.6,7.0,211.0,11.2
841,NG MTA Clarks Hill Reservation,sc,33.79623076923077,-82.27700000000002,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,69.3,53.0,68.7,1.0,0.0,0.0,0.0,0.0,2.0,75.0,1019.9,1005.4,5.9,233.0,11.0
842,NG MTA Gunpowder Military Reservation,md,39.43375,-76.50274999999999,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,34.6,70.0,27.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.1,1001.6,5.5,117.0,7.2
843,NG MTA Limestone Hills,mt,46.27323076923077,-111.56223076923077,act,armyNationalGuard,no,America/Denver,2026-02-10T10:30,32.2,52.0,22.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.2,856.1,10.1,186.0,11.2
844,NG MTA Limestone Hills,mt,46.27323076923077,-111.56223076923077,act,armyNationalGuard,no,America/Denver,2026-02-10T10:30,32.2,52.0,22.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1026.2,856.1,10.1,186.0,11.2
845,NG MTCH Camp Guernsey,wy,42.30440151515151,-104.81706818181816,act,armyNationalGuard,no,America/Denver,2026-02-10T10:30,38.2,50.0,28.7,1.0,0.0,0.0,0.0,0.0,1.0,39.0,1026.7,868.1,10.3,338.0,12.1
846,NG New Castle Readiness Center/FMS 9,pa,40.97975,-80.32499999999999,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,41.5,67.0,33.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.2,970.3,10.8,184.0,23.9
847,NG Oglethorpe Armory,ga,33.61675,-84.30975000000001,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,64.1,70.0,63.2,1.0,0.0,0.0,0.0,0.0,1.0,44.0,1020.8,988.5,8.4,241.0,15.7
848,NG Papago Military Reservation,az,33.46775,-111.962125,act,armyNationalGuard,no,America/Phoenix,2026-02-10T10:30,68.5,29.0,62.1,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1014.5,970.0,7.3,149.0,11.9
849,NG Picacho Aviation TS,az,32.6635,-111.48975,act,armyNationalGuard,no,America/Phoenix,2026-02-10T10:30,71.7,29.0,66.4,1.0,0.0,0.0,0.0,0.0,3.0,92.0,1014.6,957.2,6.0,193.0,17.2
850,NG River Road Training Site,de,39.63225,-75.60575,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,35.2,68.0,28.5,1.0,0.0,0.0,0.0,0.0,2.0,72.0,1018.2,1018.1,5.8,152.0,11.0
851,NG Saginaw,tx,32.85775,-97.349,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,70.6,59.0,66.8,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1015.0,990.9,13.0,222.0,24.4
852,NG Salina KS Training Center,ks,38.786156250000005,-97.637375,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,47.8,39.0,35.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.9,973.8,17.7,13.0,26.8
853,NG Silver Bell Army Heliport,az,32.523,-111.33125,act,armyNationalGuard,no,America/Phoenix,2026-02-10T10:30,71.3,29.0,65.6,1.0,0.0,0.0,0.0,0.0,2.0,68.0,1014.7,950.1,6.8,172.0,15.4
854,NG Sioux Falls Benson Rd Complex,sd,43.5888125,-96.6838125,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,34.9,70.0,23.6,1.0,0.0,0.0,0.0,0.0,3.0,98.0,1022.5,970.5,15.7,334.0,22.1
855,NG Stones Ranch Military Res,ct,41.35723076923077,-72.27092307692307,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,32.6,49.0,24.5,1.0,0.0,0.0,0.0,0.0,3.0,94.0,1018.2,1006.1,6.1,216.0,9.4
856,NG TS Ethan Allen Range,vt,44.46775,-72.89237499999999,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,27.4,63.0,20.5,1.0,0.0,0.0,0.0,0.0,2.0,51.0,1015.8,970.3,3.1,201.0,8.1
857,NG TS Ike Skelton Jefferson City,mo,38.55275,-92.07175,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,60.0,52.0,53.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1013.0,990.9,11.2,347.0,13.9
858,NG Volkstone,wv,39.458,-79.665,act,armyNationalGuard,no,America/New_York,2026-02-10T12:30,50.1,68.0,45.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.4,966.5,7.2,185.0,16.6
859,NG VTS Milan,tn,35.877583333333334,-88.70525000000002,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,66.1,82.0,62.7,1.0,0.0,0.0,0.0,0.0,3.0,81.0,1015.1,998.1,16.4,219.0,28.4
860,NG WH Ford Regional Tng Ctr,ky,37.27663414634146,-87.20539024390243,act,armyNationalGuard,no,America/Chicago,2026-02-10T11:30,69.3,72.0,66.4,1.0,0.0,0.0,0.0,0.0,2.0,65.0,1013.9,998.6,15.7,223.0,30.6
861,NGA Arnold Site,mo,38.41575,-90.39875,act,usaf,no,America/Chicago,2026-02-10T11:30,67.8,59.0,63.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1011.6,990.5,12.5,291.0,19.2
862,Naval Support Facility Carderock,md,38.976,-77.188625,act,usn,no,America/New_York,2026-02-10T12:30,40.1,56.0,34.3,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1017.0,1010.6,2.6,110.0,6.5
863,Pearl City Annex,hi,21.38325,-157.97175,act,usmc,no,Pacific/Honolulu,2026-02-10T07:30,73.7,79.0,73.5,1.0,0.0,0.0,0.0,0.0,3.0,99.0,1020.7,1020.6,15.6,66.0,32.0
864,Pillar Point Space Force Station,ca,37.499,-122.4975,act,usaf,no,America/Los_Angeles,2026-02-10T09:30,58.6,67.0,53.4,1.0,0.0,0.0,0.0,0.0,3.0,88.0,1008.5,1004.7,11.0,147.0,23.7
865,Puuloa-Oahu,hi,21.3185,-157.9875,act,usmc,no,Pacific/Honolulu,2026-02-10T07:30,73.7,79.0,73.5,1.0,0.0,0.0,0.0,0.0,3.0,99.0,1020.7,1020.8,15.6,66.0,32.0
866,Rome Research Laboratory,ny,43.223875,-75.410125,act,usaf,no,America/New_York,2026-02-10T12:30,27.8,66.0,18.6,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1013.5,995.0,8.8,111.0,15.4
867,Tropic Regions Test Center,hi,21.4903125,-158.03271875,act,usa,no,Pacific/Honolulu,2026-02-10T07:30,71.0,82.0,71.3,1.0,0.0,0.0,0.0,0.0,3.0,93.0,1021.1,991.7,12.5,79.0,50.3
868,Seward Recreation Area,ak,60.1335,-149.4325,act,usa,no,America/Anchorage,2026-02-10T08:30,32.0,93.0,25.6,0.0,0.0,0.0,0.0,0.0,3.0,100.0,997.2,994.7,5.4,132.0,15.7
869,Townsend Bombing Range,ga,31.493528925619835,-81.65120661157025,act,usmc,no,America/New_York,2026-02-10T12:30,69.6,57.0,69.2,1.0,0.0,0.0,0.0,0.0,1.0,27.0,1022.2,1019.2,8.1,238.0,12.5
870,USAF Academy Site 2,co,39.00432398753894,-104.83840342679127,act,usaf,no,America/Denver,2026-02-10T10:30,37.2,52.0,25.9,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1022.3,800.7,14.5,166.0,17.7
871,Waianae Kai Military Reservation,hi,21.44775,-158.191875,act,usa,no,Pacific/Honolulu,2026-02-10T07:30,75.4,74.0,76.7,1.0,0.0,0.0,0.0,0.0,3.0,97.0,1020.6,1020.5,11.8,79.0,18.8
872,Watervliet Arsenal,ny,42.721,-73.70949999999999,act,usa,no,America/New_York,2026-02-10T12:30,25.9,63.0,18.5,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1016.7,1014.0,3.8,159.0,10.5
873,Wheeler Army Airfield,hi,21.4704,-158.03140000000002,act,usa,no,Pacific/Honolulu,2026-02-10T07:30,71.2,82.0,71.6,1.0,0.0,0.0,0.0,0.0,3.0,93.0,1021.1,993.9,12.5,79.0,50.3
874,White Bluff,wa,47.703,-117.58025,act,usaf,no,America/Los_Angeles,2026-02-10T09:30,36.8,90.0,31.9,1.0,0.0,0.0,0.0,0.0,0.0,17.0,1022.7,938.5,3.4,90.0,9.8
875,Yermo Area,ca,34.88955555555556,-116.87522222222222,act,usmc,no,America/Los_Angeles,2026-02-10T09:30,58.3,44.0,54.1,1.0,0.0,0.0,0.0,0.0,3.0,100.0,1011.8,942.6,2.6,70.0,6.7
876,Youngstown,oh,41.2665,-80.67175,act,afr,no,America/New_York,2026-02-10T12:30,41.1,62.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1009.5,965.4,15.0,194.0,31.8
877,1LT John A Fera USARC,ma,42.58875,-70.944,act,usar,no,America/New_York,2026-02-10T12:30,30.1,50.0,23.2,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1017.8,1009.9,3.4,212.0,9.6
